Date,Store_ID,Product_Category,Product_ID,Quantity_Sold,Price_per_Unit,Discount per_order,Total_Sales,District,State
8/17/2024,DM015,Home & Kitchen,P4972,48,117.4,7%,5240.74,Guwahati,Assam
8/31/2024,DM009,Groceries,P5537,37,269.83,1%,9883.87,Jaipur,Rajasthan
9/21/2024,DM008,Electronics,P5600,15,494.48,10%,6675.48,Kolkata,West Bengal
6/27/2024,DM018,Clothing,P8017,25,104.61,6%,2458.34,Shimla,Himachal Pradesh
4/10/2024,DM004,Electronics,P8667,39,16.81,10%,590.03,Chennai,Tamil Nadu
8/25/2024,DM001,Groceries,P3325,1,438.69,10%,394.82,Mumbai,Maharashtra
9/13/2024,DM013,Clothing,P5580,20,42.08,26%,622.78,Patna,Bihar
5/1/2024,DM020,Clothing,P3453,49,386.64,1%,18755.91,Panaji,Goa
3/2/2024,DM012,Electronics,P3824,38,247.21,3%,9112.16,Indore,Madhya Pradesh
1/16/2024,DM016,Clothing,P6918,37,260.24,4%,9243.72,Thiruvananthapuram,Kerala
4/3/2024,DM014,Home & Kitchen,P4873,11,104.95,27%,842.75,Bhubaneswar,Odisha
5/12/2024,DM007,Groceries,P3626,27,131.93,0%,3562.11,Ahmedabad,Gujarat
3/3/2024,DM001,Home & Kitchen,P7476,22,327.2,11%,6406.58,Mumbai,Maharashtra
7/18/2024,DM007,Electronics,P4423,2,317.72,7%,590.96,Ahmedabad,Gujarat
9/5/2024,DM003,Groceries,P7201,40,441.68,27%,12897.06,Bangalore,Karnataka
5/5/2024,DM018,Electronics,P4422,46,332.74,1%,15152.98,Shimla,Himachal Pradesh
11/5/2024,DM015,Home & Kitchen,P9865,22,257.62,7%,5270.91,Guwahati,Assam
11/16/2024,DM008,Home & Kitchen,P3711,5,364.28,4%,1748.54,Kolkata,West Bengal
4/30/2024,DM001,Home & Kitchen,P9076,30,153.68,2%,4518.19,Mumbai,Maharashtra
1/10/2024,DM019,Electronics,P6432,22,272.39,8%,5513.17,Ranchi,Jharkhand
6/3/2024,DM002,Home & Kitchen,P9010,37,397.49,22%,11471.56,Pune,Maharashtra
3/8/2024,DM003,Clothing,P6233,22,215.22,12%,4166.66,Bangalore,Karnataka
3/1/2024,DM017,Stationery,P7901,6,54.81,29%,233.49,Dehradun,Uttarakhand
8/29/2024,DM006,Electronics,P9858,47,381.66,8%,16502.98,Delhi,Delhi
2/6/2024,DM009,Electronics,P9981,47,481.62,23%,17429.83,Jaipur,Rajasthan
3/25/2024,DM018,Stationery,P1939,15,85.93,22%,1005.38,Shimla,Himachal Pradesh
2/18/2024,DM007,Electronics,P6932,22,302.27,8%,6117.94,Ahmedabad,Gujarat
7/1/2024,DM016,Electronics,P5171,28,422.3,15%,10050.74,Thiruvananthapuram,Kerala
3/10/2024,DM017,Groceries,P2907,39,81.23,12%,2787.81,Dehradun,Uttarakhand
1/20/2024,DM012,Electronics,P1308,3,410.33,3%,1194.06,Indore,Madhya Pradesh
11/8/2024,DM007,Groceries,P3406,35,428.58,13%,13050.26,Ahmedabad,Gujarat
11/19/2024,DM015,Home & Kitchen,P1083,38,388.04,11%,13123.51,Guwahati,Assam
6/29/2024,DM003,Stationery,P7980,31,407.94,11%,11255.06,Bangalore,Karnataka
12/28/2024,DM012,Clothing,P5747,5,255.12,4%,1224.58,Indore,Madhya Pradesh
7/20/2024,DM002,Groceries,P9079,12,34.26,19%,333.01,Pune,Maharashtra
1/11/2024,DM014,Clothing,P3543,25,431.1,29%,7652.02,Bhubaneswar,Odisha
3/30/2024,DM015,Groceries,P3097,6,129.15,18%,635.42,Guwahati,Assam
2/14/2024,DM018,Electronics,P9781,33,267.03,28%,6344.63,Shimla,Himachal Pradesh
7/22/2024,DM002,Stationery,P7246,17,476.99,20%,6487.06,Pune,Maharashtra
1/12/2024,DM009,Stationery,P7466,12,374.47,27%,3280.36,Jaipur,Rajasthan
11/22/2024,DM015,Groceries,P7777,28,47.15,9%,1201.38,Guwahati,Assam
11/10/2024,DM004,Groceries,P8569,33,323.19,4%,10238.66,Chennai,Tamil Nadu
1/31/2024,DM002,Home & Kitchen,P9027,47,314.07,2%,14466.06,Pune,Maharashtra
11/23/2024,DM002,Clothing,P7693,48,25.8,16%,1040.26,Pune,Maharashtra
10/14/2024,DM017,Stationery,P4222,13,188.51,11%,2181.06,Dehradun,Uttarakhand
12/16/2024,DM012,Clothing,P9897,35,58.93,17%,1711.92,Indore,Madhya Pradesh
7/29/2024,DM002,Home & Kitchen,P7646,48,190.7,30%,6407.52,Pune,Maharashtra
2/24/2024,DM002,Home & Kitchen,P6412,4,424.34,5%,1612.49,Pune,Maharashtra
3/28/2024,DM017,Stationery,P6732,28,139.51,5%,3710.97,Dehradun,Uttarakhand
4/23/2024,DM002,Electronics,P3971,3,417.73,3%,1215.59,Pune,Maharashtra
11/24/2024,DM018,Home & Kitchen,P5816,7,337.29,0%,2361.03,Shimla,Himachal Pradesh
1/1/2024,DM016,Groceries,P5793,24,117.56,10%,2539.3,Thiruvananthapuram,Kerala
7/17/2024,DM010,Home & Kitchen,P1133,8,162.47,12%,1143.79,Lucknow,Uttar Pradesh
3/14/2024,DM002,Home & Kitchen,P3944,28,394.65,5%,10497.69,Pune,Maharashtra
8/20/2024,DM006,Groceries,P9197,12,445.33,28%,3847.65,Delhi,Delhi
4/23/2024,DM001,Clothing,P8009,27,100.22,2%,2651.82,Mumbai,Maharashtra
2/12/2024,DM015,Stationery,P7946,37,322.14,14%,10250.49,Guwahati,Assam
6/13/2024,DM003,Stationery,P1565,42,146.36,3%,5962.71,Bangalore,Karnataka
3/29/2024,DM020,Stationery,P5260,14,40.04,27%,409.21,Panaji,Goa
2/12/2024,DM016,Clothing,P1531,11,178.01,29%,1390.26,Thiruvananthapuram,Kerala
5/29/2024,DM018,Home & Kitchen,P5064,14,274.73,15%,3269.29,Shimla,Himachal Pradesh
12/13/2024,DM001,Stationery,P5001,16,191.36,9%,2786.2,Mumbai,Maharashtra
2/26/2024,DM013,Stationery,P6559,11,318.05,19%,2833.83,Patna,Bihar
2/15/2024,DM012,Home & Kitchen,P5847,21,482.15,5%,9618.89,Indore,Madhya Pradesh
1/3/2024,DM017,Clothing,P8934,15,217.39,2%,3195.63,Dehradun,Uttarakhand
9/14/2024,DM013,Stationery,P8973,49,473.22,13%,20173.37,Patna,Bihar
6/6/2024,DM003,Home & Kitchen,P2437,18,220.82,13%,3458.04,Bangalore,Karnataka
2/6/2024,DM007,Stationery,P1811,18,392.91,5%,6718.76,Ahmedabad,Gujarat
9/11/2024,DM003,Stationery,P4257,33,19.2,6%,595.58,Bangalore,Karnataka
3/27/2024,DM008,Stationery,P4013,25,92.79,8%,2134.17,Kolkata,West Bengal
5/28/2024,DM001,Groceries,P8136,35,377.14,18%,10823.92,Mumbai,Maharashtra
4/24/2024,DM018,Stationery,P1415,48,471.57,11%,20145.47,Shimla,Himachal Pradesh
3/15/2024,DM011,Electronics,P2655,43,56.2,21%,1909.11,Chandigarh,Punjab
9/26/2024,DM005,Groceries,P7477,26,279.92,29%,5167.32,Hyderabad,Telangana
7/3/2024,DM005,Groceries,P9180,38,354.64,0%,13476.32,Hyderabad,Telangana
3/22/2024,DM004,Clothing,P2552,3,345.19,10%,932.01,Chennai,Tamil Nadu
4/2/2024,DM017,Groceries,P2804,19,270.67,10%,4628.46,Dehradun,Uttarakhand
6/21/2024,DM004,Electronics,P9897,26,447.61,16%,9775.8,Chennai,Tamil Nadu
6/26/2024,DM001,Stationery,P5542,16,435.3,16%,5850.43,Mumbai,Maharashtra
7/24/2024,DM015,Stationery,P4254,10,88.6,13%,770.82,Guwahati,Assam
2/28/2024,DM015,Stationery,P4926,26,422.36,19%,8894.9,Guwahati,Assam
10/17/2024,DM005,Electronics,P8769,6,453.71,6%,2558.92,Hyderabad,Telangana
1/21/2024,DM020,Clothing,P9317,22,351.16,5%,7339.24,Panaji,Goa
7/17/2024,DM007,Home & Kitchen,P1139,23,310.49,3%,6927.03,Ahmedabad,Gujarat
2/23/2024,DM009,Electronics,P8600,31,383.06,21%,9381.14,Jaipur,Rajasthan
1/6/2024,DM014,Clothing,P2962,9,122.56,25%,827.28,Bhubaneswar,Odisha
7/28/2024,DM007,Stationery,P4972,5,270.26,27%,986.45,Ahmedabad,Gujarat
10/8/2024,DM019,Electronics,P5384,29,496.84,15%,12247.11,Ranchi,Jharkhand
9/18/2024,DM018,Stationery,P9779,19,491.73,3%,9062.58,Shimla,Himachal Pradesh
6/9/2024,DM013,Electronics,P4995,27,468.29,15%,10747.26,Patna,Bihar
12/1/2024,DM009,Clothing,P1081,43,27.42,25%,884.3,Jaipur,Rajasthan
2/17/2024,DM018,Groceries,P5307,7,176.78,15%,1051.84,Shimla,Himachal Pradesh
3/25/2024,DM008,Home & Kitchen,P2669,11,399.2,27%,3205.58,Kolkata,West Bengal
7/16/2024,DM012,Clothing,P4215,32,331.76,5%,10085.5,Indore,Madhya Pradesh
8/21/2024,DM001,Electronics,P8818,4,313.02,1%,1239.56,Mumbai,Maharashtra
5/24/2024,DM002,Groceries,P1784,5,332.48,14%,1429.66,Pune,Maharashtra
1/31/2024,DM011,Home & Kitchen,P4984,16,232.75,24%,2830.24,Chandigarh,Punjab
6/18/2024,DM012,Home & Kitchen,P7251,20,25.43,2%,498.43,Indore,Madhya Pradesh
3/23/2024,DM015,Electronics,P6799,13,347.36,6%,4244.74,Guwahati,Assam
7/4/2024,DM016,Clothing,P4149,35,295.04,28%,7435.01,Thiruvananthapuram,Kerala
9/17/2024,DM011,Home & Kitchen,P5321,2,117.09,17%,194.37,Chandigarh,Punjab
7/20/2024,DM020,Electronics,P5319,2,425.32,10%,765.58,Panaji,Goa
6/8/2024,DM009,Groceries,P2109,18,242.62,27%,3188.03,Jaipur,Rajasthan
11/26/2024,DM007,Electronics,P3787,18,349.89,28%,4534.57,Ahmedabad,Gujarat
8/4/2024,DM003,Clothing,P5728,36,342.54,28%,8878.64,Bangalore,Karnataka
3/19/2024,DM003,Stationery,P2453,41,335.64,11%,12247.5,Bangalore,Karnataka
9/24/2024,DM013,Home & Kitchen,P5911,40,250.48,26%,7414.21,Patna,Bihar
2/10/2024,DM003,Clothing,P9566,50,319.07,14%,13720.01,Bangalore,Karnataka
5/6/2024,DM019,Home & Kitchen,P5039,6,357.68,23%,1652.48,Ranchi,Jharkhand
4/9/2024,DM010,Clothing,P1750,29,208.29,3%,5859.2,Lucknow,Uttar Pradesh
8/10/2024,DM002,Electronics,P8197,42,189.52,17%,6606.67,Pune,Maharashtra
3/30/2024,DM014,Groceries,P8627,42,38.07,21%,1263.16,Bhubaneswar,Odisha
8/11/2024,DM004,Electronics,P5496,27,192.45,17%,4312.8,Chennai,Tamil Nadu
9/29/2024,DM007,Stationery,P6946,1,449.75,22%,350.81,Ahmedabad,Gujarat
7/7/2024,DM012,Groceries,P8852,3,179.68,16%,452.79,Indore,Madhya Pradesh
4/26/2024,DM018,Clothing,P2571,8,168.93,12%,1189.27,Shimla,Himachal Pradesh
10/11/2024,DM009,Clothing,P6247,10,231.86,22%,1808.51,Jaipur,Rajasthan
10/1/2024,DM013,Groceries,P8039,19,87.66,9%,1515.64,Patna,Bihar
8/23/2024,DM018,Stationery,P5886,9,385.14,25%,2599.69,Shimla,Himachal Pradesh
12/6/2024,DM008,Stationery,P3839,22,388.38,19%,6920.93,Kolkata,West Bengal
10/18/2024,DM012,Groceries,P2011,49,81.5,19%,3234.74,Indore,Madhya Pradesh
1/18/2024,DM011,Home & Kitchen,P5238,28,320.57,22%,7001.25,Chandigarh,Punjab
10/19/2024,DM016,Clothing,P2476,4,460.86,3%,1788.14,Thiruvananthapuram,Kerala
5/15/2024,DM007,Clothing,P8170,8,211.21,2%,1655.89,Ahmedabad,Gujarat
6/18/2024,DM006,Clothing,P9690,22,365.53,14%,6915.83,Delhi,Delhi
10/10/2024,DM018,Home & Kitchen,P8302,19,364.01,24%,5256.3,Shimla,Himachal Pradesh
10/24/2024,DM005,Electronics,P6455,50,131.34,12%,5778.96,Hyderabad,Telangana
10/14/2024,DM013,Groceries,P8859,28,298.4,16%,7018.37,Patna,Bihar
6/22/2024,DM004,Stationery,P7117,26,483.76,5%,11948.87,Chennai,Tamil Nadu
7/3/2024,DM015,Clothing,P6894,4,445.7,24%,1354.93,Guwahati,Assam
12/17/2024,DM011,Groceries,P8808,9,428.97,4%,3706.3,Chandigarh,Punjab
1/17/2024,DM003,Electronics,P7400,24,124.6,25%,2242.8,Bangalore,Karnataka
5/8/2024,DM014,Clothing,P2029,33,201.08,4%,6370.21,Bhubaneswar,Odisha
9/24/2024,DM004,Groceries,P6035,45,412.68,15%,15785.01,Chennai,Tamil Nadu
5/30/2024,DM002,Electronics,P5291,16,252.31,10%,3633.26,Pune,Maharashtra
9/4/2024,DM006,Home & Kitchen,P7819,35,257.64,27%,6582.7,Delhi,Delhi
3/8/2024,DM001,Stationery,P3789,22,25.55,8%,517.13,Mumbai,Maharashtra
11/16/2024,DM009,Clothing,P3697,25,333.16,14%,7162.94,Jaipur,Rajasthan
9/25/2024,DM006,Home & Kitchen,P7343,44,417.98,17%,15264.63,Delhi,Delhi
10/4/2024,DM012,Electronics,P9828,29,81.66,3%,2297.1,Indore,Madhya Pradesh
3/17/2024,DM006,Stationery,P7775,30,22.07,27%,483.33,Delhi,Delhi
9/26/2024,DM012,Stationery,P3525,16,123.9,19%,1605.74,Indore,Madhya Pradesh
5/15/2024,DM008,Groceries,P1930,32,276.54,12%,7787.37,Kolkata,West Bengal
1/30/2024,DM007,Groceries,P2212,23,271.57,19%,5059.35,Ahmedabad,Gujarat
2/13/2024,DM001,Stationery,P7069,23,452.5,23%,8013.78,Mumbai,Maharashtra
5/26/2024,DM013,Electronics,P9798,27,492,27%,9697.32,Patna,Bihar
5/17/2024,DM020,Groceries,P3983,38,140.63,9%,4862.99,Panaji,Goa
11/11/2024,DM013,Clothing,P9190,18,258.91,12%,4101.13,Patna,Bihar
1/27/2024,DM016,Electronics,P5369,32,134.26,19%,3480.02,Thiruvananthapuram,Kerala
8/15/2024,DM005,Clothing,P1632,34,48.31,4%,1576.84,Hyderabad,Telangana
8/1/2024,DM012,Home & Kitchen,P1950,1,320.98,0%,320.98,Indore,Madhya Pradesh
2/25/2024,DM002,Groceries,P9582,41,466.21,22%,14909.4,Pune,Maharashtra
5/8/2024,DM007,Electronics,P1933,21,220.54,17%,3844.01,Ahmedabad,Gujarat
1/18/2024,DM004,Groceries,P6865,38,391.63,12%,13096.11,Chennai,Tamil Nadu
4/19/2024,DM006,Home & Kitchen,P9393,8,451.76,29%,2566,Delhi,Delhi
5/28/2024,DM008,Groceries,P4507,4,210.6,11%,749.74,Kolkata,West Bengal
7/8/2024,DM014,Clothing,P3256,38,164.12,10%,5612.9,Bhubaneswar,Odisha
12/1/2024,DM020,Stationery,P7275,4,320.93,15%,1091.16,Panaji,Goa
2/8/2024,DM008,Groceries,P5449,21,343,18%,5906.46,Kolkata,West Bengal
11/27/2024,DM013,Home & Kitchen,P1307,2,330.42,1%,654.23,Patna,Bihar
9/8/2024,DM018,Clothing,P4997,50,202.9,18%,8318.9,Shimla,Himachal Pradesh
3/22/2024,DM015,Groceries,P7856,42,489.8,12%,18103.01,Guwahati,Assam
7/22/2024,DM015,Groceries,P3643,42,250.98,19%,8538.34,Guwahati,Assam
7/2/2024,DM002,Clothing,P3028,41,416.05,20%,13646.44,Pune,Maharashtra
5/2/2024,DM016,Clothing,P3886,8,236.3,11%,1682.46,Thiruvananthapuram,Kerala
5/6/2024,DM004,Clothing,P5846,10,193.42,12%,1702.1,Chennai,Tamil Nadu
4/30/2024,DM011,Stationery,P5522,21,218.55,18%,3763.43,Chandigarh,Punjab
3/8/2024,DM011,Stationery,P6674,40,49.63,28%,1429.34,Chandigarh,Punjab
9/18/2024,DM005,Stationery,P4164,2,337.85,17%,560.83,Hyderabad,Telangana
5/10/2024,DM014,Stationery,P4108,1,92.54,15%,78.66,Bhubaneswar,Odisha
1/28/2024,DM020,Electronics,P7424,12,428.57,10%,4628.56,Panaji,Goa
1/17/2024,DM018,Home & Kitchen,P4245,16,188.11,14%,2588.39,Shimla,Himachal Pradesh
7/28/2024,DM019,Electronics,P9815,47,63.92,12%,2643.73,Ranchi,Jharkhand
6/22/2024,DM001,Clothing,P9800,17,384.58,11%,5818.7,Mumbai,Maharashtra
6/26/2024,DM012,Clothing,P2683,19,97.63,13%,1613.82,Indore,Madhya Pradesh
6/29/2024,DM013,Stationery,P8899,39,485.92,7%,17624.32,Patna,Bihar
11/24/2024,DM012,Home & Kitchen,P5661,31,212.67,2%,6460.91,Indore,Madhya Pradesh
5/13/2024,DM006,Groceries,P8966,8,14.61,6%,109.87,Delhi,Delhi
10/20/2024,DM012,Groceries,P7812,15,486.89,4%,7011.22,Indore,Madhya Pradesh
1/29/2024,DM006,Home & Kitchen,P2152,8,488.06,3%,3787.35,Delhi,Delhi
12/11/2024,DM001,Clothing,P1423,29,469.63,26%,10078.26,Mumbai,Maharashtra
6/24/2024,DM017,Stationery,P6281,29,407.2,22%,9210.86,Dehradun,Uttarakhand
12/12/2024,DM019,Home & Kitchen,P3666,27,22.84,14%,530.34,Ranchi,Jharkhand
11/22/2024,DM019,Electronics,P1710,39,424.38,12%,14564.72,Ranchi,Jharkhand
4/12/2024,DM015,Groceries,P1716,6,386.92,28%,1671.49,Guwahati,Assam
7/8/2024,DM013,Electronics,P8884,18,386.35,25%,5215.73,Patna,Bihar
3/24/2024,DM001,Clothing,P7515,15,345.16,16%,4349.02,Mumbai,Maharashtra
2/23/2024,DM015,Electronics,P3559,1,397.56,25%,298.17,Guwahati,Assam
5/12/2024,DM006,Stationery,P4050,42,354.02,7%,13828.02,Delhi,Delhi
8/7/2024,DM003,Electronics,P4250,23,239.35,11%,4899.49,Bangalore,Karnataka
1/28/2024,DM011,Home & Kitchen,P3436,37,204.32,14%,6501.46,Chandigarh,Punjab
7/21/2024,DM013,Home & Kitchen,P3335,35,217.26,6%,7147.85,Patna,Bihar
10/11/2024,DM012,Groceries,P5033,21,298.2,1%,6199.58,Indore,Madhya Pradesh
5/6/2024,DM009,Home & Kitchen,P9443,8,416.35,12%,2931.1,Jaipur,Rajasthan
7/2/2024,DM004,Stationery,P6822,11,313.16,5%,3272.52,Chennai,Tamil Nadu
1/18/2024,DM010,Electronics,P2623,4,191.98,8%,706.49,Lucknow,Uttar Pradesh
1/10/2024,DM010,Clothing,P6091,48,131.06,17%,5221.43,Lucknow,Uttar Pradesh
9/3/2024,DM001,Stationery,P2273,17,313.02,17%,4416.71,Mumbai,Maharashtra
3/2/2024,DM011,Home & Kitchen,P2335,25,438.21,14%,9421.51,Chandigarh,Punjab
1/15/2024,DM008,Home & Kitchen,P1693,22,44.78,6%,926.05,Kolkata,West Bengal
10/10/2024,DM004,Stationery,P6244,11,113.9,14%,1077.49,Chennai,Tamil Nadu
9/5/2024,DM013,Groceries,P8708,33,249.59,16%,6918.63,Patna,Bihar
5/30/2024,DM019,Clothing,P2592,6,422.86,3%,2461.05,Ranchi,Jharkhand
11/9/2024,DM014,Groceries,P9581,2,32.32,25%,48.48,Bhubaneswar,Odisha
3/21/2024,DM002,Groceries,P7268,24,333.39,8%,7361.25,Pune,Maharashtra
6/23/2024,DM018,Stationery,P6984,2,371.22,4%,712.74,Shimla,Himachal Pradesh
11/5/2024,DM012,Groceries,P4254,42,26.61,21%,882.92,Indore,Madhya Pradesh
11/11/2024,DM002,Stationery,P4630,6,325.29,25%,1463.81,Pune,Maharashtra
9/30/2024,DM009,Stationery,P7573,26,270.97,17%,5847.53,Jaipur,Rajasthan
7/7/2024,DM007,Stationery,P5677,15,137.1,29%,1460.12,Ahmedabad,Gujarat
7/27/2024,DM003,Home & Kitchen,P9217,25,480.58,3%,11654.07,Bangalore,Karnataka
4/7/2024,DM011,Groceries,P8446,13,300.87,15%,3324.61,Chandigarh,Punjab
8/2/2024,DM011,Stationery,P5691,2,448.75,27%,655.17,Chandigarh,Punjab
4/27/2024,DM001,Home & Kitchen,P9268,49,143.66,0%,7039.34,Mumbai,Maharashtra
12/18/2024,DM020,Groceries,P6894,44,165.16,26%,5377.61,Panaji,Goa
11/14/2024,DM003,Groceries,P5537,44,110.47,18%,3985.76,Bangalore,Karnataka
2/3/2024,DM005,Groceries,P6609,12,107.13,23%,989.88,Hyderabad,Telangana
2/7/2024,DM009,Home & Kitchen,P8654,15,278.17,16%,3504.94,Jaipur,Rajasthan
10/28/2024,DM002,Clothing,P7545,4,435.96,2%,1708.96,Pune,Maharashtra
4/6/2024,DM012,Groceries,P6740,40,316.73,10%,11402.28,Indore,Madhya Pradesh
7/17/2024,DM004,Groceries,P6963,43,33.45,26%,1064.38,Chennai,Tamil Nadu
7/10/2024,DM019,Home & Kitchen,P4892,42,337.75,1%,14043.65,Ranchi,Jharkhand
5/18/2024,DM016,Clothing,P3688,44,418.88,29%,13085.81,Thiruvananthapuram,Kerala
1/19/2024,DM019,Stationery,P9894,45,226.47,28%,7337.63,Ranchi,Jharkhand
12/19/2024,DM017,Groceries,P5347,37,376.69,23%,10731.9,Dehradun,Uttarakhand
7/29/2024,DM001,Stationery,P4409,32,37.38,6%,1124.39,Mumbai,Maharashtra
2/21/2024,DM010,Stationery,P9080,17,159.11,1%,2677.82,Lucknow,Uttar Pradesh
7/19/2024,DM004,Stationery,P6858,8,61,2%,478.24,Chennai,Tamil Nadu
8/22/2024,DM020,Stationery,P2399,30,231.25,26%,5133.75,Panaji,Goa
4/26/2024,DM009,Home & Kitchen,P5203,36,84.61,18%,2497.69,Jaipur,Rajasthan
5/10/2024,DM008,Clothing,P8064,25,109.81,18%,2251.11,Kolkata,West Bengal
2/14/2024,DM006,Stationery,P6526,12,239.08,4%,2754.2,Delhi,Delhi
10/14/2024,DM013,Home & Kitchen,P4954,37,356.74,28%,9503.55,Patna,Bihar
8/1/2024,DM014,Electronics,P1712,38,265.76,1%,9997.89,Bhubaneswar,Odisha
5/18/2024,DM005,Home & Kitchen,P1471,48,62.72,25%,2257.92,Hyderabad,Telangana
5/13/2024,DM006,Home & Kitchen,P5714,35,116.4,8%,3748.08,Delhi,Delhi
7/15/2024,DM019,Electronics,P5085,39,335.07,17%,10846.22,Ranchi,Jharkhand
11/28/2024,DM004,Clothing,P2408,20,60.36,22%,941.62,Chennai,Tamil Nadu
4/7/2024,DM006,Stationery,P2880,12,453.94,3%,5283.86,Delhi,Delhi
1/29/2024,DM010,Clothing,P9128,13,474.65,22%,4812.95,Lucknow,Uttar Pradesh
7/31/2024,DM009,Clothing,P6300,39,452.73,21%,13948.61,Jaipur,Rajasthan
5/27/2024,DM001,Electronics,P7016,12,141.87,22%,1327.9,Mumbai,Maharashtra
4/3/2024,DM019,Electronics,P6023,44,224.51,1%,9779.66,Ranchi,Jharkhand
5/1/2024,DM013,Electronics,P7620,7,238.81,9%,1521.22,Patna,Bihar
11/16/2024,DM016,Groceries,P3635,25,120.82,6%,2839.27,Thiruvananthapuram,Kerala
5/15/2024,DM019,Clothing,P3523,31,188.12,12%,5131.91,Ranchi,Jharkhand
2/5/2024,DM005,Electronics,P1704,1,23.81,5%,22.62,Hyderabad,Telangana
4/7/2024,DM004,Stationery,P8015,23,265.44,28%,4395.69,Chennai,Tamil Nadu
6/18/2024,DM001,Home & Kitchen,P8632,7,70.4,11%,438.59,Mumbai,Maharashtra
5/28/2024,DM009,Home & Kitchen,P4702,31,272.73,13%,7355.53,Jaipur,Rajasthan
4/21/2024,DM009,Home & Kitchen,P6329,17,356.08,8%,5569.09,Jaipur,Rajasthan
9/17/2024,DM008,Stationery,P1560,17,36.57,24%,472.48,Kolkata,West Bengal
11/1/2024,DM016,Stationery,P9656,38,105.81,26%,2975.38,Thiruvananthapuram,Kerala
10/14/2024,DM003,Groceries,P6524,21,491.1,16%,8663,Bangalore,Karnataka
6/4/2024,DM019,Groceries,P2249,3,80.19,21%,190.05,Ranchi,Jharkhand
10/25/2024,DM014,Clothing,P7853,37,337.32,0%,12480.84,Bhubaneswar,Odisha
11/3/2024,DM020,Groceries,P5953,5,370.27,13%,1610.67,Panaji,Goa
10/2/2024,DM012,Stationery,P3592,10,259.03,23%,1994.53,Indore,Madhya Pradesh
7/16/2024,DM016,Home & Kitchen,P9009,23,234.1,10%,4845.87,Thiruvananthapuram,Kerala
3/26/2024,DM006,Clothing,P4900,6,429.06,4%,2471.39,Delhi,Delhi
11/25/2024,DM004,Stationery,P5128,5,186.34,16%,782.63,Chennai,Tamil Nadu
12/12/2024,DM015,Groceries,P6431,34,129.44,21%,3476.76,Guwahati,Assam
4/21/2024,DM011,Stationery,P7043,23,410.96,19%,7656.18,Chandigarh,Punjab
2/1/2024,DM002,Stationery,P5449,1,481.93,13%,419.28,Pune,Maharashtra
7/14/2024,DM006,Stationery,P5968,32,338.12,4%,10387.05,Delhi,Delhi
10/24/2024,DM002,Home & Kitchen,P3618,20,348.7,0%,6974,Pune,Maharashtra
3/7/2024,DM006,Stationery,P8806,3,21.33,23%,49.27,Delhi,Delhi
7/27/2024,DM008,Electronics,P9711,9,362.07,15%,2769.84,Kolkata,West Bengal
3/3/2024,DM016,Electronics,P2093,35,356.22,23%,9600.13,Thiruvananthapuram,Kerala
3/3/2024,DM007,Groceries,P6869,42,304.15,12%,11241.38,Ahmedabad,Gujarat
7/28/2024,DM006,Groceries,P5286,41,206.11,16%,7098.43,Delhi,Delhi
8/29/2024,DM002,Clothing,P4319,50,435.51,27%,15896.11,Pune,Maharashtra
12/9/2024,DM020,Stationery,P3763,49,490.33,13%,20902.77,Panaji,Goa
2/2/2024,DM018,Home & Kitchen,P3136,3,327.06,13%,853.63,Shimla,Himachal Pradesh
3/14/2024,DM011,Clothing,P3543,50,411.53,3%,19959.2,Chandigarh,Punjab
7/25/2024,DM015,Electronics,P1570,33,466.46,12%,13546,Guwahati,Assam
1/28/2024,DM012,Groceries,P5113,18,150.44,24%,2058.02,Indore,Madhya Pradesh
10/9/2024,DM019,Home & Kitchen,P3395,40,204.55,23%,6300.14,Ranchi,Jharkhand
3/2/2024,DM013,Clothing,P9837,49,317.73,2%,15257.39,Patna,Bihar
1/31/2024,DM018,Stationery,P9233,14,81.87,29%,813.79,Shimla,Himachal Pradesh
9/27/2024,DM015,Home & Kitchen,P2448,39,105.17,11%,3650.45,Guwahati,Assam
8/13/2024,DM004,Groceries,P4320,23,235.61,23%,4172.65,Chennai,Tamil Nadu
1/25/2024,DM014,Clothing,P7959,13,391.08,22%,3965.55,Bhubaneswar,Odisha
1/5/2024,DM009,Groceries,P9127,40,153.87,15%,5231.58,Jaipur,Rajasthan
4/13/2024,DM003,Home & Kitchen,P7872,42,148.22,25%,4668.93,Bangalore,Karnataka
3/12/2024,DM019,Clothing,P5853,37,101.92,2%,3695.62,Ranchi,Jharkhand
2/4/2024,DM018,Clothing,P2617,37,437.31,18%,13267.99,Shimla,Himachal Pradesh
6/27/2024,DM013,Home & Kitchen,P8716,42,466.53,22%,15283.52,Patna,Bihar
11/27/2024,DM019,Groceries,P9188,34,105.07,9%,3250.87,Ranchi,Jharkhand
5/19/2024,DM014,Groceries,P6174,35,115.47,13%,3516.06,Bhubaneswar,Odisha
11/17/2024,DM006,Groceries,P6057,22,135.82,0%,2988.04,Delhi,Delhi
3/27/2024,DM015,Groceries,P4562,45,349.91,4%,15116.11,Guwahati,Assam
4/13/2024,DM006,Clothing,P3060,27,453.87,10%,11029.04,Delhi,Delhi
6/24/2024,DM015,Electronics,P9278,19,416.41,19%,6408.55,Guwahati,Assam
9/23/2024,DM013,Electronics,P2676,43,387.59,6%,15666.39,Patna,Bihar
3/27/2024,DM006,Home & Kitchen,P6891,2,25.35,7%,47.15,Delhi,Delhi
